"","from","to","winningRate","matchCount","winningRateText","line"
"491","Nami",50,82,"Draw","Support","Bard"
"492","Braum",65.15,66,"Win","Support","Bard"
"493","Thresh",51.59,6637,"Win","Support","Blitzcrank"
"494","Senna",48.74,4848,"Lose","Support","Blitzcrank"
"495","Lulu",49.58,3848,"Lose","Support","Blitzcrank"
"496","Xerath",51.77,3672,"Win","Support","Blitzcrank"
"497","Leona",47.24,3601,"Lose","Support","Blitzcrank"
"498","Alistar",49.16,3346,"Lose","Support","Blitzcrank"
"499","Nautilus",51.19,2764,"Win","Support","Blitzcrank"
"500","Lux",54.36,2697,"Win","Support","Blitzcrank"
"501","Yuumi",53.84,2069,"Win","Support","Blitzcrank"
"502","Pyke",54.82,1877,"Win","Support","Blitzcrank"
"503","Morgana",52.13,1690,"Win","Support","Blitzcrank"
"504","Maokai",49.34,1133,"Lose","Support","Blitzcrank"
"505","Karma",54.49,1103,"Win","Support","Blitzcrank"
"506","Sett",51.96,1099,"Win","Support","Blitzcrank"
"507","Galio",50.87,1040,"Win","Support","Blitzcrank"
"508","Pantheon",53.03,1022,"Win","Support","Blitzcrank"
"509","Swain",52.43,904,"Win","Support","Blitzcrank"
"510","Soraka",51.68,832,"Win","Support","Blitzcrank"
"511","Brand",49.94,801,"Lose","Support","Blitzcrank"
"512","Zyra",50.2,735,"Win","Support","Blitzcrank"
"513","Shaco",49.25,731,"Lose","Support","Blitzcrank"
"514","Zilean",47.63,718,"Lose","Support","Blitzcrank"
"515","Seraphine",56.44,714,"Win","Support","Blitzcrank"
"516","Rell",54.46,707,"Win","Support","Blitzcrank"
"517","Rakan",50.92,595,"Win","Support","Blitzcrank"
"518","Janna",51.22,572,"Win","Support","Blitzcrank"
"519","Vel'Koz",52.86,507,"Win","Support","Blitzcrank"
"520","Braum",51,498,"Win","Support","Blitzcrank"
"521","Bard",53.86,492,"Win","Support","Blitzcrank"
"522","Nami",55.56,459,"Win","Support","Blitzcrank"
"523","Shen",52.44,307,"Win","Support","Blitzcrank"
"524","Sona",51.89,291,"Win","Support","Blitzcrank"
"525","Neeko",55.11,225,"Win","Support","Blitzcrank"
"526","Veigar",55.25,219,"Win","Support","Blitzcrank"
"527","Zac",50.25,197,"Win","Support","Blitzcrank"
"528","Gragas",51.61,186,"Win","Support","Blitzcrank"
"529","Taric",45.41,185,"Lose","Support","Blitzcrank"
"530","Anivia",50.3,165,"Win","Support","Blitzcrank"
"531","Poppy",45.89,146,"Lose","Support","Blitzcrank"
"532","Tahm Kench",53,100,"Win","Support","Blitzcrank"
"533","Thresh",54.18,1329,"Win","Support","Brand"
"534","Senna",50.71,1266,"Win","Support","Brand"
"535","Leona",48.76,968,"Lose","Support","Brand"
"536","Lulu",51.33,937,"Win","Support","Brand"
"537","Lux",48.55,933,"Lose","Support","Brand"
"538","Xerath",46.85,920,"Lose","Support","Brand"
"539","Blitzcrank",50.06,801,"Win","Support","Brand"
"540","Nautilus",51.33,754,"Win","Support","Brand"
"541","Alistar",51.64,639,"Win","Support","Brand"
"542","Morgana",50.34,586,"Win","Support","Brand"
"543","Yuumi",50.27,553,"Win","Support","Brand"
"544","Pyke",50.2,496,"Win","Support","Brand"
"545","Karma",53.67,341,"Win","Support","Brand"
"546","Maokai",45.21,303,"Lose","Support","Brand"
"547","Pantheon",54.21,297,"Win","Support","Brand"
"548","Soraka",56,275,"Win","Support","Brand"
"549","Galio",47.31,260,"Lose","Support","Brand"
"550","Swain",51.94,258,"Win","Support","Brand"
"551","Shaco",45.61,228,"Lose","Support","Brand"
"552","Zyra",49.32,219,"Lose","Support","Brand"
"553","Sett",55.25,219,"Win","Support","Brand"
"554","Seraphine",50,206,"Draw","Support","Brand"
"555","Rell",48.47,196,"Lose","Support","Brand"
"556","Zilean",52.41,187,"Win","Support","Brand"
"557","Vel'Koz",48.34,151,"Lose","Support","Brand"
"558","Janna",45.59,136,"Lose","Support","Brand"
"559","Rakan",56.62,136,"Win","Support","Brand"
"560","Bard",41.79,134,"Lose","Support","Brand"
"561","Nami",50.83,120,"Win","Support","Brand"
"562","Neeko",55.17,87,"Win","Support","Brand"
"563","Shen",61.73,81,"Win","Support","Brand"
"564","Braum",55.26,76,"Win","Support","Brand"
"565","Sona",55.56,63,"Win","Support","Brand"
"566","Veigar",55,60,"Win","Support","Brand"
"567","Anivia",42.86,56,"Lose","Support","Brand"
"568","Thresh",52.13,869,"Win","Support","Braum"
"569","Leona",47.25,819,"Lose","Support","Braum"
"570","Alistar",47.35,528,"Lose","Support","Braum"
"571","Nautilus",49.51,513,"Lose","Support","Braum"
"572","Blitzcrank",49,498,"Lose","Support","Braum"
"573","Senna",45.9,427,"Lose","Support","Braum"
"574","Lulu",49.51,410,"Lose","Support","Braum"
"575","Xerath",41.2,267,"Lose","Support","Braum"
"576","Pyke",50.38,264,"Win","Support","Braum"
"577","Lux",51.15,217,"Win","Support","Braum"
"578","Yuumi",61.4,215,"Win","Support","Braum"
"579","Morgana",57.07,205,"Win","Support","Braum"
"580","Maokai",45.93,172,"Lose","Support","Braum"
"581","Pantheon",52.23,157,"Win","Support","Braum"
"582","Galio",47.14,140,"Lose","Support","Braum"
"583","Karma",47.1,138,"Lose","Support","Braum"
"584","Sett",53.38,133,"Win","Support","Braum"
"585","Swain",50.47,107,"Win","Support","Braum"
"586","Rell",47.73,88,"Lose","Support","Braum"
"587","Shaco",41.67,84,"Lose","Support","Braum"
"588","Brand",44.74,76,"Lose","Support","Braum"
"589","Soraka",46.67,75,"Lose","Support","Braum"
"590","Zilean",52.05,73,"Win","Support","Braum"
"591","Zyra",40.28,72,"Lose","Support","Braum"
"592","Janna",41.79,67,"Lose","Support","Braum"
"593","Bard",34.85,66,"Lose","Support","Braum"
"594","Seraphine",49.15,59,"Lose","Support","Braum"
"595","Rakan",48.28,58,"Lose","Support","Braum"
"596","Vel'Koz",46.15,52,"Lose","Support","Braum"
"597","Ezreal",52.38,11637,"Win","Bottom","Caitlyn"
"598","Kai'Sa",49.81,9582,"Lose","Bottom","Caitlyn"
"599","Jinx",49.33,7592,"Lose","Bottom","Caitlyn"
"600","Samira",49.4,6637,"Lose","Bottom","Caitlyn"
"601","Jhin",48.81,5356,"Lose","Bottom","Caitlyn"
"602","Vayne",49.81,3632,"Lose","Bottom","Caitlyn"
"603","Tristana",50.5,3087,"Win","Bottom","Caitlyn"
"604","Ashe",49.1,2931,"Lose","Bottom","Caitlyn"
"605","Varus",49.6,2127,"Lose","Bottom","Caitlyn"
"606","Sivir",48.1,2058,"Lose","Bottom","Caitlyn"
"607","Miss Fortune",49.56,1830,"Lose","Bottom","Caitlyn"
"608","Lucian",52.72,1578,"Win","Bottom","Caitlyn"
"609","Aphelios",55.68,792,"Win","Bottom","Caitlyn"
"610","Kog'Maw",53.05,754,"Win","Bottom","Caitlyn"
"611","Xayah",53.08,616,"Win","Bottom","Caitlyn"
"612","Kalista",52.75,527,"Win","Bottom","Caitlyn"
"613","Senna",46.45,493,"Lose","Bottom","Caitlyn"
"614","Draven",53.93,484,"Win","Bottom","Caitlyn"
"615","Twitch",48.39,467,"Lose","Bottom","Caitlyn"
"616","Swain",44.41,322,"Lose","Bottom","Caitlyn"
"617","Yasuo",50.94,318,"Win","Bottom","Caitlyn"
"618","Tahm Kench",40.91,176,"Lose","Bottom","Caitlyn"
"619","Aatrox",51.95,1126,"Win","Top","Camille"
"620","Sett",49.46,934,"Lose","Top","Camille"
"621","Sylas",49.22,774,"Lose","Top","Camille"
"622","Renekton",47.63,634,"Lose","Top","Camille"
"623","Shen",46.75,554,"Lose","Top","Camille"
"624","Irelia",53.23,526,"Win","Top","Camille"
"625","Fiora",53.36,476,"Win","Top","Camille"
"626","Akali",52.98,470,"Win","Top","Camille"
"627","Garen",55.26,409,"Win","Top","Camille"
"628","Lee Sin",49,400,"Lose","Top","Camille"
"629","Ornn",48.28,379,"Lose","Top","Camille"
"630","Darius",44.54,366,"Lose","Top","Camille"
"631","Gwen",51.66,362,"Win","Top","Camille"
"632","Jax",50.28,358,"Win","Top","Camille"
"633","Jayce",51.82,357,"Win","Top","Camille"
"634","Malphite",46.59,352,"Lose","Top","Camille"
"635","Mordekaiser",45.82,323,"Lose","Top","Camille"
"636","Gnar",49.36,312,"Lose","Top","Camille"
"637","Kayle",44.93,276,"Lose","Top","Camille"
"638","Riven",51.16,258,"Win","Top","Camille"
"639","Volibear",47.2,250,"Lose","Top","Camille"
"640","Vladimir",50,240,"Draw","Top","Camille"
"641","Poppy",48.91,229,"Lose","Top","Camille"
"642","Wukong",54.29,210,"Win","Top","Camille"
"643","Rumble",51.44,208,"Win","Top","Camille"
"644","Sion",51.24,201,"Win","Top","Camille"
"645","Nasus",46.5,200,"Lose","Top","Camille"
"646","Kennen",52.2,159,"Win","Top","Camille"
"647","Vayne",48.41,157,"Lose","Top","Camille"
"648","Kled",55.84,154,"Win","Top","Camille"
"649","Urgot",51.97,152,"Win","Top","Camille"
"650","Teemo",43.33,150,"Lose","Top","Camille"
"651","Gangplank",48.3,147,"Lose","Top","Camille"
"652","Tryndamere",48.85,131,"Lose","Top","Camille"
"653","Viego",46.72,122,"Lose","Top","Camille"
"654","Lucian",55.08,118,"Win","Top","Camille"
"655","Illaoi",49.54,109,"Lose","Top","Camille"
"656","Maokai",44.12,102,"Lose","Top","Camille"
"657","Cho'Gath",47.37,95,"Lose","Top","Camille"
"658","Rengar",52.63,95,"Win","Top","Camille"
"659","Yasuo",52.13,94,"Win","Top","Camille"
"660","Warwick",54.55,88,"Win","Top","Camille"
"661","Ryze",44.71,85,"Lose","Top","Camille"
"662","Zac",59.04,83,"Win","Top","Camille"
"663","Nocturne",42.67,75,"Lose","Top","Camille"
"664","Dr. Mundo",53.52,71,"Win","Top","Camille"
"665","Heimerdinger",47.83,69,"Lose","Top","Camille"
"666","Quinn",55.56,63,"Win","Top","Camille"
"667","Singed",36.51,63,"Lose","Top","Camille"
"668","Kalista",63.93,61,"Win","Top","Camille"
"669","Yone",43.4,53,"Lose","Top","Camille"
"670","Yorick",52.94,51,"Win","Top","Camille"
"671","Lee Sin",44.94,316,"Lose","Jungle","Camille"
"672","Rumble",40.78,103,"Lose","Jungle","Camille"
"673","Diana",47.92,96,"Lose","Jungle","Camille"
"674","Kindred",43.16,95,"Lose","Jungle","Camille"
"675","Morgana",40.22,92,"Lose","Jungle","Camille"
"676","Elise",37.36,91,"Lose","Jungle","Camille"
"677","Nidalee",52.94,85,"Win","Jungle","Camille"
"678","Shaco",46.15,78,"Lose","Jungle","Camille"
"679","Viego",42.86,77,"Lose","Jungle","Camille"
"680","Kayn",46.58,73,"Lose","Jungle","Camille"
"681","Xin Zhao",41.67,72,"Lose","Jungle","Camille"
"682","Graves",45.9,61,"Lose","Jungle","Camille"
"683","Nocturne",49.15,59,"Lose","Jungle","Camille"
"684","Master Yi",47.27,55,"Lose","Jungle","Camille"
"685","Ekko",44.23,52,"Lose","Jungle","Camille"
"686","Aatrox",51.95,1126,"Win","Middle","Camille"
"687","Sett",49.46,934,"Lose","Middle","Camille"
"688","Sylas",49.22,774,"Lose","Middle","Camille"
"689","Renekton",47.63,634,"Lose","Middle","Camille"
"690","Shen",46.75,554,"Lose","Middle","Camille"
"691","Irelia",53.23,526,"Win","Middle","Camille"
"692","Fiora",53.36,476,"Win","Middle","Camille"
"693","Akali",52.98,470,"Win","Middle","Camille"
"694","Garen",55.26,409,"Win","Middle","Camille"
"695","Lee Sin",49,400,"Lose","Middle","Camille"
"696","Ornn",48.28,379,"Lose","Middle","Camille"
"697","Darius",44.54,366,"Lose","Middle","Camille"
"698","Gwen",51.66,362,"Win","Middle","Camille"
"699","Jax",50.28,358,"Win","Middle","Camille"
"700","Jayce",51.82,357,"Win","Middle","Camille"
"701","Malphite",46.59,352,"Lose","Middle","Camille"
"702","Mordekaiser",45.82,323,"Lose","Middle","Camille"
"703","Gnar",49.36,312,"Lose","Middle","Camille"
"704","Kayle",44.93,276,"Lose","Middle","Camille"
"705","Riven",51.16,258,"Win","Middle","Camille"
"706","Volibear",47.2,250,"Lose","Middle","Camille"
"707","Vladimir",50,240,"Draw","Middle","Camille"
"708","Poppy",48.91,229,"Lose","Middle","Camille"
"709","Wukong",54.29,210,"Win","Middle","Camille"
"710","Rumble",51.44,208,"Win","Middle","Camille"
"711","Sion",51.24,201,"Win","Middle","Camille"
"712","Nasus",46.5,200,"Lose","Middle","Camille"
"713","Kennen",52.2,159,"Win","Middle","Camille"
"714","Vayne",48.41,157,"Lose","Middle","Camille"
"715","Kled",55.84,154,"Win","Middle","Camille"
"716","Urgot",51.97,152,"Win","Middle","Camille"
"717","Teemo",43.33,150,"Lose","Middle","Camille"
"718","Gangplank",48.3,147,"Lose","Middle","Camille"
"719","Tryndamere",48.85,131,"Lose","Middle","Camille"
"720","Viego",46.72,122,"Lose","Middle","Camille"
"721","Lucian",55.08,118,"Win","Middle","Camille"
"722","Illaoi",49.54,109,"Lose","Middle","Camille"
"723","Maokai",44.12,102,"Lose","Middle","Camille"
"724","Cho'Gath",47.37,95,"Lose","Middle","Camille"
"725","Rengar",52.63,95,"Win","Middle","Camille"
"726","Yasuo",52.13,94,"Win","Middle","Camille"
"727","Warwick",54.55,88,"Win","Middle","Camille"
"728","Ryze",44.71,85,"Lose","Middle","Camille"
"729","Zac",59.04,83,"Win","Middle","Camille"
"730","Nocturne",42.67,75,"Lose","Middle","Camille"
"731","Dr. Mundo",53.52,71,"Win","Middle","Camille"
"732","Heimerdinger",47.83,69,"Lose","Middle","Camille"
"733","Quinn",55.56,63,"Win","Middle","Camille"
"734","Singed",36.51,63,"Lose","Middle","Camille"
"735","Kalista",63.93,61,"Win","Middle","Camille"
"736","Yone",43.4,53,"Lose","Middle","Camille"
"737","Yorick",52.94,51,"Win","Middle","Camille"
"738","Sylas",54.12,534,"Win","Middle","Cassiopeia"
"739","Zed",45.24,347,"Lose","Middle","Cassiopeia"
"740","Yasuo",54.04,285,"Win","Middle","Cassiopeia"
"741","Akali",47.62,273,"Lose","Middle","Cassiopeia"
"742","Katarina",49.26,272,"Lose","Middle","Cassiopeia"
"743","Yone",47.58,248,"Lose","Middle","Cassiopeia"
"744","Talon",45.34,236,"Lose","Middle","Cassiopeia"
"745","LeBlanc",52.34,235,"Win","Middle","Cassiopeia"
"746","Xerath",39.47,228,"Lose","Middle","Cassiopeia"
"747","Viktor",49.74,193,"Lose","Middle","Cassiopeia"
"748","Lucian",50,172,"Draw","Middle","Cassiopeia"
"749","Twisted Fate",51.46,171,"Win","Middle","Cassiopeia"
"750","Irelia",51.59,157,"Win","Middle","Cassiopeia"
"751","Vladimir",53.85,156,"Win","Middle","Cassiopeia"
"752","Viego",50,152,"Draw","Middle","Cassiopeia"
"753","Pantheon",46.15,143,"Lose","Middle","Cassiopeia"
"754","Galio",44.27,131,"Lose","Middle","Cassiopeia"
"755","Orianna",53.72,121,"Win","Middle","Cassiopeia"
"756","Fizz",50,116,"Draw","Middle","Cassiopeia"
"757","Qiyana",48.11,106,"Lose","Middle","Cassiopeia"
"758","Ahri",40.38,104,"Lose","Middle","Cassiopeia"
"759","Lux",47.92,96,"Lose","Middle","Cassiopeia"
"760","Diana",50.54,93,"Win","Middle","Cassiopeia"
"761","Anivia",53.85,91,"Win","Middle","Cassiopeia"
"762","Zoe",50,88,"Draw","Middle","Cassiopeia"
"763","Ekko",55.29,85,"Win","Middle","Cassiopeia"
"764","Syndra",45,80,"Lose","Middle","Cassiopeia"
"765","Rumble",50,60,"Draw","Middle","Cassiopeia"
"766","Kassadin",44.07,59,"Lose","Middle","Cassiopeia"
"767","Sett",49.09,55,"Lose","Middle","Cassiopeia"
"768","Malzahar",45.45,55,"Lose","Middle","Cassiopeia"
"769","Ryze",61.54,52,"Win","Middle","Cassiopeia"
"770","Sylas",46.39,429,"Lose","Top","Cho'Gath"
"771","Sett",47.63,422,"Lose","Top","Cho'Gath"
"772","Aatrox",52.25,356,"Win","Top","Cho'Gath"
"773","Shen",43.73,295,"Lose","Top","Cho'Gath"
"774","Akali",52.1,238,"Win","Top","Cho'Gath"
"775","Malphite",52.59,232,"Win","Top","Cho'Gath"
"776","Renekton",54.05,222,"Win","Top","Cho'Gath"
"777","Irelia",55,220,"Win","Top","Cho'Gath"
"778","Ornn",48.19,193,"Lose","Top","Cho'Gath"
"779","Darius",52.43,185,"Win","Top","Cho'Gath"
"780","Jayce",55.25,181,"Win","Top","Cho'Gath"
"781","Mordekaiser",50,174,"Draw","Top","Cho'Gath"
"782","Garen",60.12,173,"Win","Top","Cho'Gath"
"783","Fiora",48.75,160,"Lose","Top","Cho'Gath"
"784","Gnar",48.72,156,"Lose","Top","Cho'Gath"
"785","Gwen",45.39,152,"Lose","Top","Cho'Gath"
"786","Vayne",40.28,144,"Lose","Top","Cho'Gath"
"787","Lee Sin",51.06,141,"Win","Top","Cho'Gath"
"788","Teemo",53.44,131,"Win","Top","Cho'Gath"
"789","Kennen",52.76,127,"Win","Top","Cho'Gath"
"790","Jax",47.97,123,"Lose","Top","Cho'Gath"
"791","Vladimir",59.02,122,"Win","Top","Cho'Gath"
"792","Sion",43.8,121,"Lose","Top","Cho'Gath"
"793","Kayle",41.67,120,"Lose","Top","Cho'Gath"
"794","Volibear",50.88,114,"Win","Top","Cho'Gath"
"795","Nasus",45.1,102,"Lose","Top","Cho'Gath"
"796","Riven",52.58,97,"Win","Top","Cho'Gath"
"797","Rumble",60.42,96,"Win","Top","Cho'Gath"
"798","Poppy",57.29,96,"Win","Top","Cho'Gath"
"799","Camille",52.63,95,"Win","Top","Cho'Gath"
"800","Urgot",43.24,74,"Lose","Top","Cho'Gath"
"801","Wukong",61.19,67,"Win","Top","Cho'Gath"
"802","Gangplank",59.68,62,"Win","Top","Cho'Gath"
"803","Kled",53.85,52,"Win","Top","Cho'Gath"
"804","Dr. Mundo",42,50,"Lose","Top","Cho'Gath"
"805","Sylas",46.39,429,"Lose","Middle","Cho'Gath"
"806","Sett",47.63,422,"Lose","Middle","Cho'Gath"
"807","Aatrox",52.25,356,"Win","Middle","Cho'Gath"
"808","Shen",43.73,295,"Lose","Middle","Cho'Gath"
"809","Akali",52.1,238,"Win","Middle","Cho'Gath"
"810","Malphite",52.59,232,"Win","Middle","Cho'Gath"
"811","Renekton",54.05,222,"Win","Middle","Cho'Gath"
"812","Irelia",55,220,"Win","Middle","Cho'Gath"
"813","Ornn",48.19,193,"Lose","Middle","Cho'Gath"
"814","Darius",52.43,185,"Win","Middle","Cho'Gath"
"815","Jayce",55.25,181,"Win","Middle","Cho'Gath"
"816","Mordekaiser",50,174,"Draw","Middle","Cho'Gath"
"817","Garen",60.12,173,"Win","Middle","Cho'Gath"
"818","Fiora",48.75,160,"Lose","Middle","Cho'Gath"
"819","Gnar",48.72,156,"Lose","Middle","Cho'Gath"
"820","Gwen",45.39,152,"Lose","Middle","Cho'Gath"
"821","Vayne",40.28,144,"Lose","Middle","Cho'Gath"
"822","Lee Sin",51.06,141,"Win","Middle","Cho'Gath"
"823","Teemo",53.44,131,"Win","Middle","Cho'Gath"
"824","Kennen",52.76,127,"Win","Middle","Cho'Gath"
"825","Jax",47.97,123,"Lose","Middle","Cho'Gath"
"826","Vladimir",59.02,122,"Win","Middle","Cho'Gath"
"827","Sion",43.8,121,"Lose","Middle","Cho'Gath"
"828","Kayle",41.67,120,"Lose","Middle","Cho'Gath"
"829","Volibear",50.88,114,"Win","Middle","Cho'Gath"
"830","Nasus",45.1,102,"Lose","Middle","Cho'Gath"
"831","Riven",52.58,97,"Win","Middle","Cho'Gath"
"832","Rumble",60.42,96,"Win","Middle","Cho'Gath"
"833","Poppy",57.29,96,"Win","Middle","Cho'Gath"
"834","Camille",52.63,95,"Win","Middle","Cho'Gath"
"835","Urgot",43.24,74,"Lose","Middle","Cho'Gath"
"836","Wukong",61.19,67,"Win","Middle","Cho'Gath"
"837","Gangplank",59.68,62,"Win","Middle","Cho'Gath"
"838","Kled",53.85,52,"Win","Middle","Cho'Gath"
"839","Dr. Mundo",42,50,"Lose","Middle","Cho'Gath"
"840","Sylas",49.14,350,"Lose","Middle","Corki"
"841","Akali",58.23,316,"Win","Middle","Corki"
"842","Yasuo",52.78,288,"Win","Middle","Corki"
"843","LeBlanc",52.11,261,"Win","Middle","Corki"
"844","Yone",51.21,248,"Win","Middle","Corki"
"845","Zed",43.28,238,"Lose","Middle","Corki"
"846","Katarina",45.85,229,"Lose","Middle","Corki"
"847","Talon",46.43,196,"Lose","Middle","Corki"
"848","Viktor",46.24,186,"Lose","Middle","Corki"
"849","Twisted Fate",48.65,185,"Lose","Middle","Corki"
"850","Xerath",47.7,174,"Lose","Middle","Corki"
"851","Lucian",50.29,173,"Win","Middle","Corki"
"852","Galio",62.33,146,"Win","Middle","Corki"
"853","Ahri",55.71,140,"Win","Middle","Corki"
"854","Irelia",52.17,138,"Win","Middle","Corki"
"855","Viego",58.46,130,"Win","Middle","Corki"
"856","Qiyana",50.78,128,"Win","Middle","Corki"
"857","Vladimir",47.79,113,"Lose","Middle","Corki"
"858","Anivia",54.05,111,"Win","Middle","Corki"
"859","Zoe",60,100,"Win","Middle","Corki"
"860","Orianna",50.51,99,"Win","Middle","Corki"
"861","Pantheon",52.58,97,"Win","Middle","Corki"
"862","Lux",43.33,90,"Lose","Middle","Corki"
"863","Diana",42.68,82,"Lose","Middle","Corki"
"864","Ekko",48.61,72,"Lose","Middle","Corki"
"865","Fizz",38.71,62,"Lose","Middle","Corki"
"866","Kassadin",50,60,"Draw","Middle","Corki"
"867","Rumble",58.33,60,"Win","Middle","Corki"
"868","Malzahar",59.62,52,"Win","Middle","Corki"
"869","Ryze",44,50,"Lose","Middle","Corki"
"870","Sett",47.98,2328,"Lose","Top","Darius"
"871","Aatrox",49.83,1768,"Lose","Top","Darius"
"872","Sylas",52.88,1543,"Win","Top","Darius"
"873","Renekton",52.06,1333,"Win","Top","Darius"
"874","Irelia",49.17,1208,"Lose","Top","Darius"
"875","Shen",52.13,1195,"Win","Top","Darius"
"876","Akali",50.41,986,"Win","Top","Darius"
"877","Garen",50.62,968,"Win","Top","Darius"
"878","Malphite",45.78,865,"Lose","Top","Darius"
"879","Mordekaiser",47.2,839,"Lose","Top","Darius"
"880","Ornn",46.31,827,"Lose","Top","Darius"
"881","Lee Sin",47.94,751,"Lose","Top","Darius"
"882","Gwen",44.81,732,"Lose","Top","Darius"
"883","Volibear",47.27,696,"Lose","Top","Darius"
"884","Jayce",47.69,692,"Lose","Top","Darius"
"885","Fiora",49.55,672,"Lose","Top","Darius"
"886","Jax",53.46,664,"Win","Top","Darius"
"887","Gnar",51.64,641,"Win","Top","Darius"
"888","Riven",42.86,637,"Lose","Top","Darius"
"889","Vayne",52.36,573,"Win","Top","Darius"
"890","Wukong",47.3,537,"Lose","Top","Darius"
"891","Teemo",46.92,520,"Lose","Top","Darius"
"892","Kayle",51.98,481,"Win","Top","Darius"
"893","Rumble",49.68,475,"Lose","Top","Darius"
"894","Nasus",50.54,467,"Win","Top","Darius"
"895","Vladimir",53.05,426,"Win","Top","Darius"
"896","Sion",53.54,396,"Win","Top","Darius"
"897","Kennen",48.95,380,"Lose","Top","Darius"
"898","Camille",55.46,366,"Win","Top","Darius"
"899","Gangplank",55.18,357,"Win","Top","Darius"
"900","Kled",43.19,345,"Lose","Top","Darius"
"901","Urgot",46.01,313,"Lose","Top","Darius"
"902","Poppy",52.33,300,"Win","Top","Darius"
"903","Illaoi",46.31,298,"Lose","Top","Darius"
"904","Tryndamere",48.85,262,"Lose","Top","Darius"
"905","Maokai",45,260,"Lose","Top","Darius"
"906","Quinn",47.47,257,"Lose","Top","Darius"
"907","Lucian",52.34,256,"Win","Top","Darius"
"908","Warwick",48.93,233,"Lose","Top","Darius"
"909","Dr. Mundo",57.07,205,"Win","Top","Darius"
"910","Viego",48.78,205,"Lose","Top","Darius"
"911","Yasuo",45.59,204,"Lose","Top","Darius"
"912","Yorick",48.7,193,"Lose","Top","Darius"
"913","Rengar",46.28,188,"Lose","Top","Darius"
"914","Cho'Gath",47.57,185,"Lose","Top","Darius"
"915","Ryze",51.63,184,"Win","Top","Darius"
"916","Zac",44.23,156,"Lose","Top","Darius"
"917","Trundle",54.3,151,"Win","Top","Darius"
"918","Nocturne",50.67,150,"Win","Top","Darius"
"919","Singed",52.74,146,"Win","Top","Darius"
"920","Kalista",65.03,143,"Win","Top","Darius"
"921","Heimerdinger",45.11,133,"Lose","Top","Darius"
"922","Pantheon",50.39,127,"Win","Top","Darius"
"923","Yone",52.07,121,"Win","Top","Darius"
"924","Lee Sin",49.53,7514,"Lose","Jungle","Diana"
